F.j1.a1;F.j2.a1;F.j3.a1;F.j1.a0;F.j2.a0;F.j3.a0
0,032424625267665950;1,09176017130621e-02;1,04678158458244e-02;0,047321670235546037;1,45532119914347e-02;1,03555032119914e-02
0,032608565310492506;1,10028479657388e-02;1,05391220556745e-02;0,047592077087794435;1,46601284796574e-02;1,04270877944325e-02
0,032798308351177731;1,10852676659529e-02;1,06124625267666e-02;0,047858779443254819;1,47671734475375e-02;1,04990792291221e-02
0,032983683083511781;1,11662526766595e-02;1,06859528907923e-02;0,048128993576017132;1,48758886509636e-02;1,05722912205567e-02
0,033171713062098498;1,12504496788009e-02;1,07586723768737e-02;0,048396830835117775;1,49821841541756e-02;1,06446252676660e-02
0,033363426124197001;1,13331905781585e-02;1,08326552462527e-02;0,048667601713062100;1,50912847965739e-02;1,07148179871520e-02
0,033549122055674521;1,14161670235546e-02;1,09051177730193e-02;0,048939250535331907;1,51971948608137e-02;1,07856102783726e-02
0,033736659528907920;1,14983511777302e-02;1,09764239828694e-02;0,049212055674518203;1,53065524625268e-02;1,08585010706638e-02
0,033921713062098499;1,15819271948608e-02;1,10488436830835e-02;0,049480321199143466;1,54140899357602e-02;1,09293576017131e-02
0,034105802997858675;1,16647109207709e-02;1,11213490364026e-02;0,049749143468950749;1,55231905781585e-02;1,09985010706638e-02
0,034292655246252676;1,17495931477516e-02;1,11959957173448e-02;0,050016809421841543;1,56348179871520e-02;1,10698929336188e-02
0,034481006423982871;1,18315845824411e-02;1,12671306209850e-02;0,050286488222698073;1,57434475374732e-02;1,11410278372591e-02
0,034668372591006427;1,19170877944325e-02;1,13391862955032e-02;0,050552462526766595;1,58545182012848e-02;1,12145610278373e-02
0,034854089935760169;1,20039828693790e-02;1,14133404710921e-02;0,050820107066381154;1,59647751605996e-02;1,12858029978587e-02
0,035040513918629550;1,20859528907923e-02;1,14854175588865e-02;0,051083361884368308;1,60707708779443e-02;1,13578800856531e-02
0,035226081370449677;1,21693361884368e-02;1,15585010706638e-02;0,051351220556745181;1,61801070663812e-02;1,14300642398287e-02
